plateifu,mangaid,plate,ifudsgn,objra,objdec,z,snr_med,sb_1re,sigma_e,vsig_glob,ba,sersic_n,th50_arcsec,re_kpc,log_mstar,log_mdyn,gbar_canon,y_canon,delta_canon,delta_canon_imfA,delta_canon_imfB,gbar_alt,y_alt,delta_alt,delta_alt_imfA,delta_alt_imfB,cut_primary,cut_variant
11833-1902,1-175648,11833,1902,185.306,49.4749,0.0454463,15.5506,0.700273,74.9821,0.585372,0.948093,2.01702,2.46793,2.20456,10.3329,10.1586,3.08665e-10,3.29771,-0.231816,-0.403436,-0.169005,3.08665e-10,2.73155,-0.242044,-0.410678,-0.18055,0,1
8315-1901,1-322680,8315,1901,235.759,38.6605,0.0373622,15.5066,0.623774,90.001,0.382506,0.920185,3.79403,1.79984,1.33456,9.96916,10.0992,3.64547e-10,3.89474,0.0803664,-0.0936237,0.123162,3.64547e-10,3.22608,0.0713608,-0.0999272,0.113358,1,1
8992-1901,1-614907,8992,1901,172.193,52.2485,0.0484669,15.4807,0.962252,270.765,0.166017,0.859467,6,3.6988,3.51107,11.005,11.4759,5.71961e-10,6.11069,0.438058,0.258842,0.348582,5.71961e-10,5.0616,0.431819,0.254586,0.34342,1,1
11976-3701,1-444980,11976,3701,241.562,18.1829,0.0394003,15.4624,1.21262,115.233,0.304897,0.790422,6,4.24805,3.31363,10.8782,10.7088,4.7954e-10,5.12329,-0.208105,-0.385473,-0.193697,4.7954e-10,4.24371,-0.215333,-0.39045,-0.201143,1,1
8317-3702,1-259117,8317,3702,193.667,43.8701,0.0389212,15.4118,0.841804,226.414,0.268805,0.74908,6,4.57707,3.52888,10.8994,11.3228,4.43976e-10,4.74333,0.38186,0.205377,0.315448,4.43976e-10,3.92899,0.374162,0.200054,0.308736,1,1
10507-6101,1-280180,10507,6101,174.588,47.4374,0.0334189,15.3714,0.861932,174.873,0.592777,0.744769,3.19064,6.27381,4.18065,10.9526,11.172,3.57577e-10,3.82027,0.168934,-0.00479416,0.134168,3.57577e-10,3.1644,0.159792,-0.0112013,0.125642,0,1
9509-3701,1-229940,9509,3701,122.071,25.4258,0.0220896,15.3712,0.777049,110.747,0.267023,0.938606,3.47679,3.10701,1.38728,10.1229,10.2961,4.8069e-10,5.13558,0.134593,-0.0428024,0.15374,4.8069e-10,4.2539,0.127379,-0.0477682,0.146236,1,1
8253-9101,1-274663,8253,9101,157.661,44.0127,0.028031,15.3662,0.708167,200.062,0.444768,0.720337,3.98071,7.35173,4.13576,10.8508,11.2842,2.89055e-10,3.0882,0.372468,0.201853,0.322843,2.89055e-10,2.55801,0.361729,0.194211,0.313096,0,1
10839-3701,1-605510,10839,3701,132.791,0.253587,0.0408804,15.3608,0.995435,201.528,0.182224,0.877477,5.57739,4.287,3.46351,11.0138,11.2135,5.9987e-10,6.40887,0.168201,-0.0114736,0.114726,5.9987e-10,5.30858,0.162209,-0.0155514,0.109376,1,1
9873-9101,1-456614,9873,9101,194.878,27.7914,0.0259118,15.3428,0.715053,88.1104,0.354071,0.930065,6,2.40377,1.25321,9.98757,10.0534,4.31314e-10,4.60805,0.0231792,-0.152959,0.0691139,4.31314e-10,3.81694,0.0152985,-0.158417,0.0604646,1,1
8153-3701,1-603705,8153,3701,39.6171,-1.04676,0.0370457,15.3154,1.03582,240.007,0.332436,0.956764,5.78494,4.00917,2.94868,10.9403,11.2954,6.98666e-10,7.46439,0.327839,0.146807,0.252308,6.98666e-10,6.18289,0.322586,0.143255,0.247841,1,1
8257-3701,1-256185,8257,3701,165.569,44.2717,0.0370123,15.2921,0.837499,200.255,0.264633,0.856413,4.93361,5.09672,3.74533,10.9486,11.242,4.41451e-10,4.71636,0.251626,0.0752103,0.200002,4.41451e-10,3.90665,0.243892,0.0698609,0.193048,1,1
12075-1901,1-108257,12075,1901,18.8232,0.165288,0.0450555,15.2827,0.628896,165.297,0.411971,0.945105,6,1.85065,1.6397,10.3336,10.7166,5.58895e-10,5.97111,0.349403,0.170415,0.320283,5.58895e-10,4.94598,0.343041,0.166071,0.314298,0,1
8441-1902,1-252510,8441,1902,223.347,39.0704,0.0315136,15.2793,0.956549,119.529,0.481412,0.897679,5.46476,3.51713,2.21512,10.4783,10.5657,4.27385e-10,4.56608,0.0443167,-0.131711,0.0542646,4.27385e-10,3.78217,0.0363777,-0.137213,0.0461632,0,1
8996-6103,1-187419,8996,6103,171.954,53.7394,0.0491671,15.2501,0.856681,150.901,0.320411,0.97813,6,2.00669,1.93076,10.4945,10.7084,5.83915e-10,6.23841,0.181613,0.00219555,0.163504,5.83915e-10,5.16739,0.175482,-0.00198227,0.157603,1,1
8567-6104,1-351628,8567,6104,119.334,49.1141,0.0591232,15.2353,0.819829,172.516,0.0964554,0.844183,6,2.60914,2.98346,10.7764,11.0137,4.67968e-10,4.99966,0.197718,0.0206243,0.163818,4.67968e-10,4.14131,0.190343,0.0155403,0.156942,1,1
12685-1902,1-639484,12685,1902,329.114,-9.16872,0.0588241,15.1964,0.678285,201.836,0.193407,0.934307,6,2.22923,2.53704,10.7834,11.0796,6.57619e-10,7.02585,0.267388,0.086875,0.213442,6.57619e-10,5.81964,0.261851,0.0831224,0.208507,1,1
8625-3702,1-24132,8625,3702,258.723,57.6733,0.0274584,15.1957,0.543389,123.381,0.192448,0.95382,5.12164,4.84706,2.67288,10.5165,10.6748,3.20517e-10,3.42433,0.102618,-0.0695603,0.108652,3.20517e-10,2.83644,0.0926761,-0.0765809,0.0985923,1,1
9872-3704,1-322436,9872,3704,234.128,41.1748,0.0547385,15.1834,0.737436,100.794,0.433287,0.980381,4.91264,2.53188,2.6943,10.585,10.5026,3.6934e-10,3.94594,-0.131464,-0.30563,-0.101767,3.6934e-10,3.26849,-0.140379,-0.311864,-0.111224,0,1
9036-3704,1-248214,9036,3704,240.347,43.085,0.0600274,15.1684,0.744333,184.807,0.271234,0.816643,3.93297,2.59239,3.00644,10.7899,11.0768,4.75356e-10,5.07859,0.247924,0.0706537,0.2057,4.75356e-10,4.20669,0.240644,0.065639,0.199029,1,1
8446-3701,1-418048,8446,3701,204.606,35.7894,0.0619328,15.1571,0.673032,210.149,0.152828,0.929745,6,2.56502,3.06225,10.8645,11.1964,5.44137e-10,5.81343,0.29743,0.118712,0.239174,5.44137e-10,4.81537,0.290923,0.114262,0.233417,1,1
12069-3704,1-106251,12069,3704,340.022,-0.807732,0.0531982,15.1555,0.885103,256.83,0.426436,0.792876,6,4.127,4.27593,11.2407,11.5156,6.63584e-10,7.08957,0.2463,0.0657083,0.162606,6.63584e-10,5.87242,0.240806,0.0619863,0.158013,0,1
8150-9101,1-389743,8150,9101,148.637,31.6067,0.0214527,15.1483,0.899981,145.155,0.197595,0.950564,6,3.03861,1.31864,10.1542,10.5091,5.71748e-10,6.10841,0.322004,0.142792,0.308633,5.71748e-10,5.05971,0.315763,0.138534,0.302565,1,1
10519-3701,1-182781,10519,3701,154.088,5.975,0.069701,15.141,0.783332,206.477,0.265517,0.782732,5.75096,2.55845,3.40635,10.9432,11.2274,5.27156e-10,5.63201,0.248614,0.0702234,0.192621,5.27156e-10,4.66509,0.241932,0.0656462,0.186678,1,1
10001-3701,1-48111,10001,3701,132.466,57.1437,0.0394191,15.1015,0.450546,104.71,0.524486,0.907966,5.9563,1.64323,1.28236,10.0228,10.2133,4.46739e-10,4.77285,0.149197,-0.0273596,0.174875,4.46739e-10,3.95344,0.141537,-0.0326539,0.166804,0,1
7964-1901,1-179372,7964,1901,316.649,-0.339938,0.0672434,15.097,0.683345,146.152,0.230461,0.913046,6,2.55802,3.29516,10.883,10.9128,4.90356e-10,5.23884,-0.00812232,-0.185738,-0.0221759,4.90356e-10,4.33943,-0.0152191,-0.190618,-0.0290691,1,1
10225-1902,1-36447,10225,1902,37.5496,-0.597942,0.0422664,15.0943,0.50146,93.7509,0.581326,0.824603,4.85179,1.93624,1.61468,10.1345,10.2174,3.64444e-10,3.89363,0.0331844,-0.140802,0.0712502,3.64444e-10,3.22517,0.0241768,-0.147107,0.0615353,0,1
11967-3701,1-632581,11967,3701,230.913,8.75909,0.0342818,15.0388,1.05912,229.221,0.190273,0.902779,4.49176,3.61023,2.46529,10.755,11.1777,6.5236e-10,6.96966,0.393629,0.213187,0.324041,6.5236e-10,5.7731,0.388053,0.209407,0.319235,1,1
8610-1902,1-23568,8610,1902,255.791,59.6602,0.0545376,15.0378,0.605912,166.453,0.372927,0.852555,5.20309,2.74095,2.90677,10.7245,10.9713,4.37483e-10,4.67397,0.204699,0.0283902,0.175247,4.37483e-10,3.87154,0.196908,0.0229987,0.167913,1,1
11941-3701,1-135165,11941,3701,247.151,40.6856,0.076068,15.0313,0.836291,230.646,0.338695,0.837382,6,2.41731,3.48643,11.0703,11.3336,6.74292e-10,7.20397,0.235026,0.0542955,0.164549,6.74292e-10,5.96718,0.229608,0.0506273,0.159889,1,1
9868-3704,1-321221,9868,3704,219.727,46.6656,0.0358624,15.0313,0.979559,180.83,0.0949418,0.940938,6,4.43243,3.16032,10.9509,11.0796,6.23358e-10,6.65981,0.0982841,-0.0817479,0.0579747,6.23358e-10,5.51644,0.0924864,-0.0856869,0.0526523,1,1
8724-3702,1-48084,8724,3702,131.115,55.6285,0.0310755,14.9909,0.92336,204.791,0.559706,0.923692,5.56124,4.19602,2.60733,10.7728,11.1041,6.07705e-10,6.49258,0.300217,0.120421,0.244733,6.07705e-10,5.37792,0.294292,0.116391,0.239465,0,1
8133-3702,1-377990,8133,3702,112.655,45.2122,0.0688029,14.9637,0.385531,239.154,0.393308,0.669884,4.26114,5.2755,6.94066,11.2943,11.6641,2.84943e-10,3.04426,0.308108,0.137717,0.237852,2.84943e-10,2.52162,0.297255,0.129986,0.228393,1,1
8080-6102,1-603996,8080,6102,48.0104,-0.0784734,0.0376169,14.9255,0.797045,247.329,0.279776,0.963592,3.93157,5.32699,3.97562,11.1482,11.4513,6.20401e-10,6.62821,0.272549,0.0925611,0.193804,6.20401e-10,5.49027,0.266728,0.0886052,0.188881,1,1
7980-12705,1-115367,7980,12705,333.703,13.8335,0.0238175,14.8908,0.930948,183.822,0.432524,0.90248,6,2.60332,1.2507,10.1677,10.6913,6.55713e-10,7.00548,0.494541,0.314054,0.4521,6.55713e-10,5.80277,0.488991,0.310292,0.447029,0,1
11755-1901,1-258535,11755,1901,187.268,43.9796,0.0237181,14.8479,1.16666,101.562,0.588804,0.910908,4.89057,2.96172,1.41712,10.2504,10.2302,6.17875e-10,6.60123,-0.0508863,-0.230837,-0.0209073,6.17875e-10,5.46792,-0.056728,-0.234808,-0.0271296,0,1
8726-9101,1-604826,8726,9101,116.772,22.2941,0.0458585,14.8314,0.865202,203.462,0.502327,0.74368,3.73944,4.72537,4.25729,11.0606,11.3114,4.42199e-10,4.72435,0.209112,0.0326757,0.155573,4.42199e-10,3.91327,0.201388,0.0273342,0.148656,0,1
8241-3702,1-460404,8241,3702,125.634,18.7443,0.0888484,14.7615,0.539974,223.16,0.593759,0.82764,6,2.65028,4.39894,11.1421,11.4059,4.99653e-10,5.33817,0.226517,0.0486962,0.161304,4.99653e-10,4.42171,0.21953,0.0438967,0.155206,0,1
8601-9102,1-95120,8601,9102,250.406,40.1635,0.0336364,14.7612,0.993363,253.963,0.456435,0.606467,4.88407,7.4463,4.99295,11.1469,11.5732,3.92153e-10,4.18967,0.37984,0.204887,0.300344,3.92153e-10,3.47038,0.371336,0.198963,0.293114,0,1
8321-3704,1-403585,8321,3704,198.113,28.3258,0.056588,14.7571,0.644975,203.532,0.185427,0.946571,6,2.47251,2.71409,10.7177,11.1162,4.9401e-10,5.27789,0.360819,0.183121,0.306809,4.9401e-10,4.37177,0.353766,0.178274,0.300506,1,1
12491-1901,1-4109,12491,1901,166.24,1.03832,0.0434597,14.6588,0.611061,71.3407,0.270225,0.943753,5.99251,1.71395,1.46757,10.0967,9.93859,4.04381e-10,4.32031,-0.203337,-0.378681,-0.13306,4.04381e-10,3.57859,-0.211636,-0.384451,-0.142613,1,1
9492-3703,1-297910,9492,3703,117.075,18.9592,0.0509815,14.6487,0.610921,152.69,0.498136,0.789027,3.50676,2.73121,2.71899,10.6173,10.8673,3.90581e-10,4.17288,0.203446,0.0285452,0.184472,3.90581e-10,3.45647,0.194915,0.0226007,0.176263,0,1
9194-3704,1-37754,9194,3704,47.3208,-0.906653,0.0392907,14.6451,0.896871,219.466,0.124031,0.887018,6,3.8345,2.98312,10.9092,11.2227,6.35553e-10,6.7901,0.283667,0.103459,0.219531,6.35553e-10,5.62436,0.277965,0.0995885,0.214557,1,1
8440-3701,1-216520,8440,3701,134.816,39.6853,0.0239988,14.6433,0.642403,166.613,0.468825,0.60331,5.41287,4.71245,2.28071,10.2476,10.8668,2.36969e-10,2.53171,0.54696,0.379621,0.519087,2.36969e-10,2.09707,0.534577,0.370669,0.507336,0,1
8341-3701,1-259079,8341,3701,190.448,44.9146,0.0499416,14.6231,0.554834,158.351,0.452499,0.959411,6,2.667,2.60411,10.6287,10.8802,4.37196e-10,4.6709,0.20937,0.0330695,0.185879,4.37196e-10,3.86899,0.201575,0.027675,0.17845,0,1
9890-3703,1-316482,9890,3703,232.279,29.6777,0.066311,14.5868,0.759188,244.315,0.431016,0.790974,4.82716,2.72448,3.46471,10.9526,11.3809,5.20596e-10,5.56193,0.392418,0.214158,0.315999,5.20596e-10,4.60705,0.385665,0.20953,0.310247,0,1
8727-3701,1-51810,8727,3701,54.905,-5.63293,0.0209115,14.5519,0.663718,83.1799,0.29397,0.926206,3.49705,3.99729,1.69201,10.0282,10.1338,2.59842e-10,2.77609,0.0387104,-0.130193,0.0887973,2.59842e-10,2.29948,0.0271071,-0.138518,0.0760498,1,1
9039-3703,1-262876,9039,3703,230.171,33.3654,0.081838,14.5437,0.693145,268.559,0.523478,0.804948,6,2.57033,3.96166,11.1061,11.5213,5.67024e-10,6.05795,0.382013,0.202882,0.293587,5.67024e-10,5.01791,0.375728,0.198593,0.288374,0,1
10837-9102,1-61630,10837,9102,159.348,2.31265,0.0402051,14.5311,0.587498,180.131,0.303152,0.468388,6,6.97738,5.54846,10.8173,11.3207,1.48667e-10,1.58833,0.397339,0.239025,0.36281,1.48667e-10,1.31564,0.380612,0.226399,0.34704,1,1
12700-1902,1-120019,12700,1902,2.02715,13.758,0.0377701,14.5166,1.04947,74.1715,0.334052,0.781518,2.72927,3.10514,2.32643,9.82366,10.1725,8.58135e-11,0.916811,0.188668,0.0427893,0.241944,8.58135e-11,0.759412,0.166373,0.0249525,0.217959,1,1
8993-6103,1-278059,8993,6103,166.705,45.9646,0.024898,14.5127,0.968556,191.377,0.577987,0.886299,3.73838,6.57119,3.29589,10.8732,11.1471,4.79183e-10,5.11947,0.235151,0.0577908,0.188689,4.79183e-10,4.24055,0.227918,0.0528112,0.182121,0,1
10506-1901,1-231865,10506,1901,139.572,34.1606,0.0429658,14.5092,0.719279,71.5518,0.338937,0.922128,3.96327,1.69579,1.43637,10.0003,9.93182,3.38136e-10,3.61256,-0.12159,-0.294539,-0.0528379,3.38136e-10,2.99235,-0.131135,-0.301254,-0.0637544,1,1
11743-3702,1-458599,11743,3702,118.479,13.1546,0.047629,14.4496,0.943001,290.673,0.157274,0.884006,5.97742,3.97902,3.71545,11.0998,11.5621,6.35462e-10,6.78913,0.432459,0.252252,0.333684,6.35462e-10,5.62356,0.426757,0.248381,0.329066,1,1
8314-3703,1-248249,8314,3703,241.549,40.4123,0.0329491,14.4307,0.837354,205.063,0.325467,0.867212,5.30891,4.41047,2.8993,10.756,11.1514,4.72823e-10,5.05153,0.35615,0.17894,0.301402,4.72823e-10,4.18428,0.348837,0.173901,0.294874,1,1
10222-3702,1-50577,10222,3702,43.0551,-6.76489,0.033001,14.3979,0.844303,185.184,0.54764,0.917435,5.29682,4.38661,2.88797,10.8268,11.0611,5.60853e-10,5.99202,0.200838,0.0218157,0.15789,5.60853e-10,4.9633,0.194495,0.0174843,0.152095,0,1
8458-1902,1-217358,8458,1902,147.036,44.7972,0.0426597,14.3668,0.532912,83.2952,0.354809,0.946624,4.70136,2.05403,1.72804,10.1925,10.1441,3.63637e-10,3.88501,-0.0981292,-0.272085,-0.0463919,3.63637e-10,3.21803,-0.107152,-0.278402,-0.0563886,1,1
8601-6104,1-135055,8601,6104,247.641,40.5394,0.0300581,14.3352,0.981309,238.321,0.224333,0.808577,6,6.24969,3.76088,11.0113,11.3949,5.05784e-10,5.40367,0.346791,0.168838,0.273537,5.05784e-10,4.47596,0.339874,0.16409,0.267603,1,1
8260-3702,1-281351,8260,3702,181.612,43.3648,0.0515149,14.326,0.835922,178.139,0.475929,0.87058,6,2.44931,2.4623,10.6905,10.9582,5.63737e-10,6.02283,0.234332,0.055259,0.196094,5.63737e-10,4.98882,0.228016,0.0509474,0.190266,0,1
8154-1901,1-37122,8154,1901,43.1343,-0.0478188,0.0718233,14.3259,0.64501,198.447,0.430366,0.972394,6,3.13025,4.28392,11.1773,11.2924,5.71301e-10,6.10364,0.0822247,-0.0969799,0.0307885,5.71301e-10,5.05576,0.0759796,-0.10124,0.0251855,0,1
11019-1901,1-151874,11019,1901,192.363,51.5819,0.0321122,14.3159,0.779137,110.944,0.496897,0.817983,3.08931,3.05729,1.96068,10.2865,10.4479,3.50727e-10,3.74709,0.110052,-0.0634091,0.128488,3.50727e-10,3.10378,0.100773,-0.0699213,0.118863,0,1
8938-6101,1-146271,8938,6101,120.331,29.1794,0.0411394,14.31,0.932348,216.898,0.0965812,0.88698,5.86758,4.10614,3.33739,11.0072,11.2612,6.36318e-10,6.79827,0.224221,0.0440015,0.161528,6.36318e-10,5.63113,0.218525,0.0401351,0.156543,1,1
8327-1902,1-250784,8327,1902,202.961,44.1522,0.034442,14.3032,0.849543,146.707,0.153427,0.928177,6,4.79012,3.28566,10.8553,10.9148,4.62773e-10,4.94416,0.0194997,-0.157466,0.00505291,4.62773e-10,4.09534,0.0120571,-0.1626,-0.00217152,1,1
12678-3704,1-639466,12678,3704,315.526,-7.41075,0.0805859,14.2703,0.66385,218.769,0.596192,0.74615,6,2.3215,3.52851,11.0576,11.2929,6.39206e-10,6.82912,0.205656,0.0253961,0.14189,6.39206e-10,5.65669,0.199982,0.0215455,0.136937,0,1
11016-3701,1-196843,11016,3701,211.276,51.2567,0.0700931,14.2504,0.614982,245.021,0.317495,0.837035,6,2.792,3.73651,10.9908,11.4162,4.88778e-10,5.22199,0.387372,0.209792,0.310923,4.88778e-10,4.32547,0.380257,0.204898,0.304856,1,1
11962-1901,1-363685,11962,1901,225.229,8.58227,0.0555539,14.22,0.763696,237.115,0.351297,0.976816,5.35996,3.56808,3.84982,11.1008,11.4007,5.93205e-10,6.33766,0.268047,0.0884786,0.194681,5.93205e-10,5.2496,0.261998,0.0843596,0.189503,1,1
9864-1902,1-197278,9864,1902,215.582,51.8109,0.0443465,14.1617,0.502087,112.275,0.243501,0.937844,2.56588,1.85018,1.61484,10.1726,10.374,3.97753e-10,4.2495,0.155521,-0.0196126,0.172768,3.97753e-10,3.51994,0.147113,-0.0254653,0.164062,1,1
8313-3701,1-633587,8313,3701,241.236,41.3572,0.0728683,14.1537,0.674417,217.107,0.133768,0.878734,6,2.67244,3.70607,11.016,11.3076,5.26608e-10,5.62616,0.256013,0.0776324,0.193918,5.26608e-10,4.66025,0.249324,0.073051,0.188046,1,1
10497-1902,1-412272,10497,1902,121.032,16.8189,0.0447901,14.1295,0.497999,100.101,0.34671,0.962199,3.58803,2.27178,2.0016,10.3428,10.3676,3.83107e-10,4.09302,-0.0226983,-0.197348,0.00790347,3.83107e-10,3.39033,-0.0313603,-0.203392,-0.00130558,1,1
12071-3703,1-637021,12071,3703,347.792,-0.152249,0.0274158,14.1227,0.89683,143.511,0.245463,0.928599,6,4.45351,2.45218,10.6853,10.7686,5.61629e-10,6.00031,0.0498867,-0.129149,0.0379127,5.61629e-10,4.97016,0.0435508,-0.133475,0.0317339,1,1
8141-6103,1-43741,8141,6103,117.304,44.065,0.0304443,14.118,0.355702,205.292,0.159866,0.83452,6,4.81841,2.93547,10.4271,11.1577,2.16258e-10,2.31044,0.652587,0.486875,0.601628,2.16258e-10,1.91378,0.6394,0.477267,0.589634,1,1
11835-3701,1-82645,11835,3701,220.495,3.38997,0.0256335,14.1059,0.824985,182.059,0.337549,0.840552,4.44371,5.26626,2.717,10.6437,11.0198,4.15747e-10,4.44174,0.332003,0.156314,0.291992,4.15747e-10,3.67918,0.323886,0.150679,0.284512,1,1
9088-3704,1-265758,9088,3704,242.283,26.5168,0.0644944,14.0828,0.688817,216.873,0.0751892,0.947241,6,2.44922,3.0358,10.9438,11.22,6.64579e-10,7.1002,0.247569,0.0669644,0.18474,6.64579e-10,5.88123,0.242083,0.0632475,0.179942,1,1
10222-3703,1-50622,10222,3703,43.522,-7.34507,0.0306595,14.0688,0.824641,202.443,0.114323,0.759309,4.96453,4.94874,3.0354,10.7695,11.1601,4.45003e-10,4.7543,0.349166,0.172655,0.296205,4.45003e-10,3.93808,0.341482,0.167343,0.289315,1,1
12084-3704,1-117084,12084,3704,344.901,13.3698,0.0340098,14.0599,0.679409,181.5,0.136875,0.965649,6,3.9361,2.66737,10.7918,11.0092,6.06642e-10,6.48121,0.18617,0.00639002,0.145473,6.06642e-10,5.36851,0.180236,0.00235322,0.140029,1,1
9037-6104,1-247713,9037,6104,236.213,43.5141,0.0366431,14.0142,1.0367,205.741,0.437124,0.837798,5.48137,5.74941,4.18466,11.1554,11.3136,5.69323e-10,6.08251,0.125158,-0.0540121,0.0693263,5.69323e-10,5.03826,0.118895,-0.0582858,0.0637588,0,1
7960-1902,1-177617,7960,1902,257.568,32.2401,0.0363584,13.9983,0.910292,233.762,0.348306,0.903586,4.96219,3.72685,2.6924,10.8271,11.233,6.45778e-10,6.89934,0.376521,0.19617,0.304555,6.45778e-10,5.71485,0.370897,0.192355,0.299732,1,1
8135-3701,1-43241,8135,3701,114.002,39.2335,0.0955928,13.9981,0.43474,235.699,0.533524,0.637508,6,3.17379,5.62384,11.1864,11.5601,3.38543e-10,3.61691,0.320652,0.147685,0.250956,3.38543e-10,2.99596,0.311116,0.140977,0.242662,0,1
11981-1901,1-294016,11981,1901,254.321,19.3395,0.0334074,13.9886,0.413521,73.6253,0.263384,0.558682,1.40302,2.10709,1.40362,9.60385,9.94662,1.42107e-10,1.51824,0.232898,0.0755463,0.291501,1.42107e-10,1.25759,0.215723,0.0625229,0.272609,1,1
8140-3702,1-43773,8140,3702,117.412,42.9671,0.0307213,13.9711,0.554353,154.08,0.417568,0.925052,4.56153,5.27727,3.24319,10.73,10.9518,3.5588e-10,3.80214,0.171103,-0.00255981,0.151221,3.5588e-10,3.14938,0.161927,-0.00899266,0.142403,0,1
8249-3701,1-137801,8249,3701,136.686,44.261,0.0490247,13.9616,0.640767,221.693,0.403098,0.89272,6,4.92367,4.72443,11.1052,11.4312,3.97927e-10,4.25136,0.280067,0.104928,0.216731,3.97927e-10,3.52148,0.271661,0.099077,0.209344,0,1
11007-6104,1-456880,11007,6104,194.98,28.1284,0.0252335,13.9303,0.753498,110.242,0.374811,0.939513,3.30783,3.13544,1.59318,10.1892,10.3523,4.24536e-10,4.53564,0.119844,-0.0561024,0.139342,4.24536e-10,3.75696,0.111862,-0.061636,0.131038,1,1
9498-3704,1-217782,9498,3704,118.099,22.7347,0.0494297,13.9101,0.41977,129.14,0.571096,0.82624,3.69766,2.54182,2.45793,10.4525,10.678,3.27075e-10,3.49439,0.170844,-0.00162933,0.171612,3.27075e-10,2.89447,0.161054,-0.00853289,0.161807,0,1
8593-3702,1-208443,8593,3702,224.58,53.2375,0.0294891,13.8967,1.02994,190.489,0.0901308,0.978752,6,4.71346,2.78463,10.8569,11.0698,6.46529e-10,6.90736,0.183615,0.00325334,0.136832,6.46529e-10,5.7215,0.177997,-0.000557671,0.131746,1,1
9487-9102,1-574504,9487,9102,123.82,46.0753,0.0409732,13.8942,0.71863,142.1,0.515029,0.577979,5.88401,7.08738,5.73835,10.8125,11.1293,1.37478e-10,1.46879,0.203992,0.0473546,0.194726,1.37478e-10,1.21662,0.186486,0.0340358,0.177488,0,1
11943-6103,1-569170,11943,6103,246.885,39.5707,0.0266955,13.8823,0.868482,143.887,0.516663,0.898452,6,2.88002,1.54546,10.2609,10.5704,5.32219e-10,5.6861,0.274303,0.0958126,0.262056,5.32219e-10,4.7099,0.267674,0.0912741,0.255594,0,1
8445-3702,1-399581,8445,3702,204.288,35.2478,0.0596185,13.8764,0.703896,206.728,0.486151,0.840566,6,2.72845,3.14419,10.81,11.1936,4.55213e-10,4.86339,0.343061,0.166285,0.28749,4.55213e-10,4.02843,0.335518,0.161077,0.280765,0,1
8656-1902,1-31374,8656,1902,6.31307,-1.11176,0.0379023,13.852,0.642916,89.2874,0.545683,0.949584,4.03446,5.91087,4.44333,10.8603,10.6146,2.55962e-10,2.73464,-0.313389,-0.482042,-0.271271,2.55962e-10,2.26515,-0.325118,-0.490468,-0.283965,0,1
8455-3704,1-274545,8455,3704,157.686,40.0574,0.0231081,13.808,0.596894,71.5542,0.313445,0.715172,1.36103,4.30871,2.01007,9.68218,10.0778,8.29912e-11,0.886658,0.231648,0.0865587,0.28796,8.29912e-11,0.734435,0.209014,0.0683851,0.263539,1,1
8154-3703,1-37494,8154,3703,44.6255,0.794235,0.0429074,13.8062,0.482631,127.429,0.320356,0.758636,5.26078,2.27428,1.92388,10.1711,10.56,2.79266e-10,2.98361,0.32616,0.156087,0.328436,2.79266e-10,2.47138,0.315146,0.148229,0.317374,1,1
9194-1901,1-37775,9194,1901,46.9715,-0.92297,0.038876,13.7936,0.395805,71.2813,0.243794,0.984875,3.92717,1.61846,1.24644,9.9126,9.86694,3.66886e-10,3.91973,-0.0950043,-0.269081,-0.0252625,3.66886e-10,3.24678,-0.103965,-0.27535,-0.0355476,1,1
8947-1902,1-174225,8947,1902,170.059,50.0253,0.0260075,13.7869,0.868413,115.937,0.184576,0.931599,3.83409,2.88056,1.50716,10.1767,10.3719,4.60938e-10,4.92455,0.155087,-0.0218331,0.168727,4.60938e-10,4.0791,0.14762,-0.0269848,0.161048,1,1
8083-6104,1-38319,8083,6104,51.6095,-0.311706,0.0376188,13.7787,0.342542,103.58,0.318304,0.959501,2.98309,1.39777,1.04323,9.74172,10.1142,3.53375e-10,3.77537,0.321502,0.147937,0.347918,3.53375e-10,3.12721,0.312276,0.141465,0.338197,1,1
8614-3701,1-177203,8614,3701,255.778,34.638,0.058223,13.7586,0.606742,119.837,0.525954,0.982149,3.6877,2.86299,3.2273,10.8004,10.7313,4.22625e-10,4.51522,-0.112463,-0.288355,-0.102829,4.22625e-10,3.74004,-0.120474,-0.29391,-0.110998,0,1
8612-3704,1-95658,8612,3704,253.561,37.6262,0.0648389,13.7436,0.730664,223.134,0.354386,0.872074,6,2.57699,3.20993,10.9358,11.2689,5.83572e-10,6.23475,0.300828,0.121417,0.234979,5.83572e-10,5.16436,0.294695,0.117237,0.229643,1,1
9489-6101,1-384186,9489,6101,125.164,21.0793,0.0149834,13.7389,0.652087,71.2554,0.134774,0.973578,6,2.76044,0.843249,9.60313,9.69691,3.93092e-10,4.1997,0.0473945,-0.127589,0.11763,3.93092e-10,3.47869,0.0389068,-0.133501,0.107866,1,1
9868-1901,1-321167,9868,1901,218.6,48.0375,0.0363965,13.6682,0.803281,216.064,0.0740878,0.828243,5.21298,5.15436,3.72741,10.9944,11.3059,4.9524e-10,5.29102,0.273939,0.0962146,0.212683,4.9524e-10,4.38265,0.2669,0.0913773,0.206488,1,1
